device_id,device_info,os,browser,screen,device_type
SM-G955U Build/NRD90M|Android 7.0|chrome 65.0 for android|2220x1080,SM-G955U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080,mobile
HTC Desire 526G Build/KOT49H||chrome 65.0 for android|,HTC Desire 526G Build/KOT49H,,chrome 65.0 for android,,mobile
5085B Build/MRA58K||chrome 65.0 for android|,5085B Build/MRA58K,,chrome 65.0 for android,,mobile
SM-J110M Build/LMY48B||chrome 65.0 for android|,SM-J110M Build/LMY48B,,chrome 65.0 for android,,mobile
SM-G930P||chrome 65.0 for android|,SM-G930P,,chrome 65.0 for android,,mobile
iOS Device|iOS 11.2.6|mobile safari uiwebview|2436x1125,iOS Device,iOS 11.2.6,mobile safari uiwebview,2436x1125,mobile
Windows|Windows 10|edge 14.0|1365x768,Windows,Windows 10,edge 14.0,1365x768,desktop
SAMSUNG-SM-G925A Build/MMB29K||chrome 65.0 for android|,SAMSUNG-SM-G925A Build/MMB29K,,chrome 65.0 for android,,mobile
KFGIWI Build/LVY48F|Android 5.1.1|chrome generic|1280x800,KFGIWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800,mobile
Ilium LT510 Build/MRA58K||chrome 65.0 for android|,Ilium LT510 Build/MRA58K,,chrome 65.0 for android,,mobile
rv:59.0|Mac OS X 10.13|firefox 59.0|1440x900,rv:59.0,Mac OS X 10.13,firefox 59.0,1440x900,desktop
KFFOWI Build/LVY48F||chrome generic|,KFFOWI Build/LVY48F,,chrome generic,,desktop
SM-P355M||chrome 60.0 for android|,SM-P355M,,chrome 60.0 for android,,mobile
SM-G965U Build/R16NW|Android 8.0.0|chrome generic for android|2961x1442,SM-G965U Build/R16NW,Android 8.0.0,chrome generic for android,2961x1442,mobile
MotoG3 Build/MPI24.65-25||chrome 52.0 for android|,MotoG3 Build/MPI24.65-25,,chrome 52.0 for android,,mobile
SM-G900T Build/MMB29M|Android 6.0.1|chrome 65.0 for android|1920x1080,SM-G900T Build/MMB29M,Android 6.0.1,chrome 65.0 for android,1920x1080,mobile
SAMSUNG SM-G928G Build/NRD90M||samsung browser 6.4|,SAMSUNG SM-G928G Build/NRD90M,,samsung browser 6.4,,mobile
BLU|Android 6.0|chrome 65.0 for android|1280x720,BLU,Android 6.0,chrome 65.0 for android,1280x720,mobile
SAMSUNG SM-G935W8 Build/NRD90M||samsung browser 6.4|,SAMSUNG SM-G935W8 Build/NRD90M,,samsung browser 6.4,,mobile
HTC One mini Build/KOT49H||chrome 65.0 for android|,HTC One mini Build/KOT49H,,chrome 65.0 for android,,mobile
SM-J500H||chrome 63.0 for android|,SM-J500H,,chrome 63.0 for android,,mobile
G3223 Build/42.0.A.4.167||chrome 65.0 for android|,G3223 Build/42.0.A.4.167,,chrome 65.0 for android,,mobile
LGMS631 Build/MRA58K||other|,LGMS631 Build/MRA58K,,other,,mobile
F3313 Build/37.0.A.2.248||chrome 56.0 for android|,F3313 Build/37.0.A.2.248,,chrome 56.0 for android,,mobile
ALP-L09 Build/HUAWEIALP-L09S||samsung browser 6.4|,ALP-L09 Build/HUAWEIALP-L09S,,samsung browser 6.4,,mobile
Windows|Windows 7||1919x1080,Windows,Windows 7,,1919x1080,desktop
|Android|chrome 65.0|801x480,,Android,chrome 65.0,801x480,mobile
Windows|Windows 7|opera generic|1364x768,Windows,Windows 7,opera generic,1364x768,desktop
Trident/7.0|Windows 7|ie 11.0 for desktop|1365x768,Trident/7.0,Windows 7,ie 11.0 for desktop,1365x768,desktop
Windows|Windows 10|chrome 65.0|3440x1440,Windows,Windows 10,chrome 65.0,3440x1440,desktop
SAMSUNG SM-J327A Build/NRD90M||samsung browser 6.4|,SAMSUNG SM-J327A Build/NRD90M,,samsung browser 6.4,,mobile
rv:59.0|Mac OS X 10.9|firefox 59.0|2560x1440,rv:59.0,Mac OS X 10.9,firefox 59.0,2560x1440,desktop
Grand||chrome 59.0 for android|,Grand,,chrome 59.0 for android,,mobile
Windows|Windows 7|firefox 59.0|1280x1023,Windows,Windows 7,firefox 59.0,1280x1023,desktop
Trident/7.0|Windows 10|ie 11.0 for tablet|1365x768,Trident/7.0,Windows 10,ie 11.0 for tablet,1365x768,desktop
Windows|Windows 10||1365x768,Windows,Windows 10,,1365x768,desktop
G3313 Build/43.0.A.7.25||chrome 65.0 for android|,G3313 Build/43.0.A.7.25,,chrome 65.0 for android,,mobile
rv:61.0||Generic/Android|,rv:61.0,,Generic/Android,,mobile
MacOS|Mac OS X 10_12_6|chrome 65.0|2400x1350,MacOS,Mac OS X 10_12_6,chrome 65.0,2400x1350,desktop
SM-J510MN Build/NMF26X||chrome 65.0 for android|,SM-J510MN Build/NMF26X,,chrome 65.0 for android,,mobile
rv:33.0||firefox|,rv:33.0,,firefox,,desktop
VS986 Build/MRA58K|Android 6.0|chrome 65.0 for android|2560x1440,VS986 Build/MRA58K,Android 6.0,chrome 65.0 for android,2560x1440,mobile
Moto G Play Build/NPIS26.48-36-5||chrome 65.0 for android|,Moto G Play Build/NPIS26.48-36-5,,chrome 65.0 for android,,mobile
ASUS_X00ID|Android 7.1.1|chrome 65.0 for android|1280x720,ASUS_X00ID,Android 7.1.1,chrome 65.0 for android,1280x720,mobile
G3223||chrome 56.0 for android|,G3223,,chrome 56.0 for android,,mobile
HTC One M9 Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,HTC One M9 Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,mobile
SM-G361F||chrome 63.0 for android|,SM-G361F,,chrome 63.0 for android,,mobile
MacOS|Mac OS X 10_13_2|chrome 65.0|2560x1600,MacOS,Mac OS X 10_13_2,chrome 65.0,2560x1600,desktop
SP7731G||other|,SP7731G,,other,,mobile
SM-T817V Build/NRD90M|Android 7.0|chrome 65.0 for android|2048x1536,SM-T817V Build/NRD90M,Android 7.0,chrome 65.0 for android,2048x1536,mobile
SM-T700 Build/MMB29K||chrome 65.0 for android|,SM-T700 Build/MMB29K,,chrome 65.0 for android,,mobile
|Linux|chrome 65.0|2400x1600,,Linux,chrome 65.0,2400x1600,desktop
|Linux|chrome 65.0|1536x864,,Linux,chrome 65.0,1536x864,desktop
GT-I8190N||chrome 65.0 for android|,GT-I8190N,,chrome 65.0 for android,,mobile
Windows|Windows 10|chrome 65.0|1511x944,Windows,Windows 10,chrome 65.0,1511x944,desktop
STF-L09 Build/HUAWEISTF-L09||chrome 65.0 for android|,STF-L09 Build/HUAWEISTF-L09,,chrome 65.0 for android,,mobile
SM-G930VL Build/NRD90M||chrome 58.0 for android|,SM-G930VL Build/NRD90M,,chrome 58.0 for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for desktop|1599x900,Trident/7.0,Windows 10,ie 11.0 for desktop,1599x900,desktop
F80'S+||android webview 4.0|,F80'S+,,android webview 4.0,,mobile
SAMSUNG SM-T580 Build/NRD90M|Android 7.0|samsung browser 6.4|1920x1200,SAMSUNG SM-T580 Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1200,mobile
SM-G930W8 Build/NRD90M||chrome 65.0 for android|,SM-G930W8 Build/NRD90M,,chrome 65.0 for android,,mobile
Windows|Windows 10|chrome generic|3440x1440,Windows,Windows 10,chrome generic,3440x1440,desktop
STK_Sync_5e||chrome 65.0 for android|,STK_Sync_5e,,chrome 65.0 for android,,mobile
ONE A2003 Build/MMB29M||chrome 65.0 for android|,ONE A2003 Build/MMB29M,,chrome 65.0 for android,,mobile
rv:45.0|Linux|firefox|1920x1080,rv:45.0,Linux,firefox,1920x1080,desktop
SM-G955U Build/NRD90M|Android 7.0|android webview 4.0|2220x1080,SM-G955U Build/NRD90M,Android 7.0,android webview 4.0,2220x1080,mobile
EGO||chrome 65.0 for android|,EGO,,chrome 65.0 for android,,mobile
SM-G950F Build/NRD90M||android webview 4.0|,SM-G950F Build/NRD90M,,android webview 4.0,,mobile
MacOS|Mac OS X 10_10_5|chrome 65.0|2560x1440,MacOS,Mac OS X 10_10_5,chrome 65.0,2560x1440,desktop
SM-G928G Build/NRD90M||chrome 61.0 for android|,SM-G928G Build/NRD90M,,chrome 61.0 for android,,mobile
rv:38.0|Mac|firefox|1280x800,rv:38.0,Mac,firefox,1280x800,desktop
SM-N920P Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SM-N920P Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081,mobile
rv:56.0|Mac OS X 10.13|firefox 56.0|4096x2304,rv:56.0,Mac OS X 10.13,firefox 56.0,4096x2304,desktop
Windows||firefox 47.0|,Windows,,firefox 47.0,,desktop
6055B||chrome 65.0 for android|,6055B,,chrome 65.0 for android,,mobile
Redmi Note 5A Build/N2G47H||chrome 65.0 for android|,Redmi Note 5A Build/N2G47H,,chrome 65.0 for android,,mobile
47418||chrome 65.0 for android|,47418,,chrome 65.0 for android,,mobile
SMART||chrome 55.0 for android|,SMART,,chrome 55.0 for android,,mobile
Aquaris_A4.5||chrome 65.0 for android|,Aquaris_A4.5,,chrome 65.0 for android,,mobile
Alumini3 Build/MRA58K||chrome 51.0 for android|,Alumini3 Build/MRA58K,,chrome 51.0 for android,,mobile
SAMSUNG SM-G930P Build/NRD90M|Android 7.0|samsung browser 6.4|1920x1080,SAMSUNG SM-G930P Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1080,mobile
rv:59.0|Mac OS X 10.12|firefox 59.0|2880x1800,rv:59.0,Mac OS X 10.12,firefox 59.0,2880x1800,desktop
MacOS|Mac OS X 10_13_4|chrome 65.0|3840x2160,MacOS,Mac OS X 10_13_4,chrome 65.0,3840x2160,desktop
TA-1038 Build/O00623||chrome 65.0 for android|,TA-1038 Build/O00623,,chrome 65.0 for android,,mobile
Windows|Windows 10|edge 16.0|2160x1439,Windows,Windows 10,edge 16.0,2160x1439,desktop
SAMSUNG-SM-N920A Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SAMSUNG-SM-N920A Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081,mobile
F8331||chrome 65.0 for android|,F8331,,chrome 65.0 for android,,mobile
MacOS|Mac OS X 10_13_4|chrome 65.0|3360x2100,MacOS,Mac OS X 10_13_4,chrome 65.0,3360x2100,desktop
Windows|Windows 7|firefox 59.0|1366x767,Windows,Windows 7,firefox 59.0,1366x767,desktop
MacOS|Mac OS X 10_13_4|chrome 65.0|3360x1890,MacOS,Mac OS X 10_13_4,chrome 65.0,3360x1890,desktop
Windows|Windows 10|chrome 65.0|1707x960,Windows,Windows 10,chrome 65.0,1707x960,desktop
D5316 Build/19.4.A.0.182||chrome 65.0 for android|,D5316 Build/19.4.A.0.182,,chrome 65.0 for android,,mobile
Windows|Windows 10|edge 16.0|1024x767,Windows,Windows 10,edge 16.0,1024x767,desktop
SAMSUNG-SM-J727AZ|Android 7.0|chrome 65.0 for android|1280x720,SAMSUNG-SM-J727AZ,Android 7.0,chrome 65.0 for android,1280x720,mobile
SAMSUNG SM-G935A Build/NRD90M|Android 7.0|samsung browser 6.4|1280x720,SAMSUNG SM-G935A Build/NRD90M,Android 7.0,samsung browser 6.4,1280x720,mobile
A574BL Build/NMF26F|Android 7.1.1|chrome 55.0 for android|855x480,A574BL Build/NMF26F,Android 7.1.1,chrome 55.0 for android,855x480,mobile
Windows|Windows 10|edge 16.0|3199x1800,Windows,Windows 10,edge 16.0,3199x1800,desktop
Windows|Windows 10|chrome 65.0|1280x800,Windows,Windows 10,chrome 65.0,1280x800,desktop
5085B Build/MRA58K||chrome 55.0 for android|,5085B Build/MRA58K,,chrome 55.0 for android,,mobile
Lenovo TB3-710I Build/LMY47I||chrome 65.0 for android|,Lenovo TB3-710I Build/LMY47I,,chrome 65.0 for android,,mobile
HTC_One_M8/4.28.502.2|||,HTC_One_M8/4.28.502.2,,,,mobile
SM-P355M Build/MMB29M||chrome 65.0 for android|,SM-P355M Build/MMB29M,,chrome 65.0 for android,,mobile
ASUS_X00ID||chrome 65.0 for android|,ASUS_X00ID,,chrome 65.0 for android,,mobile
VTR-L29||chrome 55.0 for android|,VTR-L29,,chrome 55.0 for android,,mobile
CHC-U03 Build/HuaweiCHC-U03||chrome 58.0 for android|,CHC-U03 Build/HuaweiCHC-U03,,chrome 58.0 for android,,mobile
iOS Device|iOS 10.3.3|chrome 65.0 for ios|2048x1536,iOS Device,iOS 10.3.3,chrome 65.0 for ios,2048x1536,mobile
rv:11.0|Windows 7|ie 11.0 for desktop|1680x1049,rv:11.0,Windows 7,ie 11.0 for desktop,1680x1049,desktop
Windows|Windows 10|chrome 65.0|2737x1825,Windows,Windows 10,chrome 65.0,2737x1825,desktop
SM-G935F Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,SM-G935F Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,mobile
8080 Build/LRX21M||chrome 65.0 for android|,8080 Build/LRX21M,,chrome 65.0 for android,,mobile
SM-G955F Build/R16NW||chrome generic for android|,SM-G955F Build/R16NW,,chrome generic for android,,mobile
|Linux|chrome generic|1366x768,,Linux,chrome generic,1366x768,desktop
Windows|Windows 10|edge 16.0|2736x1823,Windows,Windows 10,edge 16.0,2736x1823,desktop
Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1079,Trident/7.0,Windows 10,ie 11.0 for desktop,1920x1079,desktop
SM-J700T1 Build/NMF26X|Android 7.1.1|chrome generic for android|1280x720,SM-J700T1 Build/NMF26X,Android 7.1.1,chrome generic for android,1280x720,mobile
SM-G900F Build/MMB29M||chrome generic for android|,SM-G900F Build/MMB29M,,chrome generic for android,,mobile
Redmi 4A Build/MMB29M||chrome 65.0 for android|,Redmi 4A Build/MMB29M,,chrome 65.0 for android,,mobile
SM-G925T Build/NRD90M|Android 7.0|chrome 65.0 for android|2560x1440,SM-G925T Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,mobile
SM-G950U Build/R16NW|Android 8.0.0|chrome 65.0 for android|2960x1440,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2960x1440,mobile
Trident/7.0|Windows 10|ie 11.0 for desktop|1599x899,Trident/7.0,Windows 10,ie 11.0 for desktop,1599x899,desktop
Windows|Windows 10|chrome generic|1440x900,Windows,Windows 10,chrome generic,1440x900,desktop
VTR-L09 Build/HUAWEIVTR-L09||chrome 65.0 for android|,VTR-L09 Build/HUAWEIVTR-L09,,chrome 65.0 for android,,mobile
MacOS|Mac OS X 10_13_4|chrome 65.0|5120x2880,MacOS,Mac OS X 10_13_4,chrome 65.0,5120x2880,desktop
BND-L34||chrome generic for android|,BND-L34,,chrome generic for android,,mobile
LG-H872 Build/NRD90U|Android 7.0|chrome 65.0 for android|2672x1440,LG-H872 Build/NRD90U,Android 7.0,chrome 65.0 for android,2672x1440,mobile
LG-M200 Build/NRD90U||chrome 64.0 for android|,LG-M200 Build/NRD90U,,chrome 64.0 for android,,mobile
Hisense E51 Build/LMY47V||chrome 43.0 for android|,Hisense E51 Build/LMY47V,,chrome 43.0 for android,,mobile
ALP-L09 Build/HUAWEIALP-L09||chrome 62.0 for android|,ALP-L09 Build/HUAWEIALP-L09,,chrome 62.0 for android,,mobile
Moto G (5) Plus Build/NPNS25.137-92-8||chrome generic|,Moto G (5) Plus Build/NPNS25.137-92-8,,chrome generic,,desktop
rv:59.0|Mac OS X 10.10|firefox 59.0|2880x1800,rv:59.0,Mac OS X 10.10,firefox 59.0,2880x1800,desktop
MacOS|Mac OS X 10_12_2|chrome 65.0|1920x1080,MacOS,Mac OS X 10_12_2,chrome 65.0,1920x1080,desktop
Redmi 4A Build/MMB29M||chrome generic for android|,Redmi 4A Build/MMB29M,,chrome generic for android,,mobile
Windows|Windows 10|edge 15.0|1919x1080,Windows,Windows 10,edge 15.0,1919x1080,desktop
LG-LS993 Build/NRD90U||chrome generic for android|,LG-LS993 Build/NRD90U,,chrome generic for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|1366x767,Trident/7.0,Windows 10,ie 11.0 for tablet,1366x767,desktop
SM-J700T1||chrome 65.0 for android|,SM-J700T1,,chrome 65.0 for android,,mobile
Windows|Windows 7|chrome 65.0|1916x901,Windows,Windows 7,chrome 65.0,1916x901,desktop
MacOS|Mac OS X 10_13_4|chrome 65.0|2048x1152,MacOS,Mac OS X 10_13_4,chrome 65.0,2048x1152,desktop
Windows|Windows 8.1|firefox 59.0|1440x900,Windows,Windows 8.1,firefox 59.0,1440x900,desktop
|Android|chrome 65.0|1281x721,,Android,chrome 65.0,1281x721,mobile
7048A Build/LRX22G||chrome 57.0 for android|,7048A Build/LRX22G,,chrome 57.0 for android,,mobile
SM-N910T Build/LMY47X||chrome 65.0 for android|,SM-N910T Build/LMY47X,,chrome 65.0 for android,,mobile
SM-N950U1 Build/R16NW|Android 8.0.0|chrome 65.0 for android|2220x1081,SM-N950U1 Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,mobile
Windows|Windows 10|chrome generic|2160x1440,Windows,Windows 10,chrome generic,2160x1440,desktop
LG-LG870||chrome 64.0 for android|,LG-LG870,,chrome 64.0 for android,,mobile
Moto C Build/NRD90M.063||chrome generic for android|,Moto C Build/NRD90M.063,,chrome generic for android,,mobile
Alcatel|Android 7.0|chrome 65.0 for android|1280x720,Alcatel,Android 7.0,chrome 65.0 for android,1280x720,mobile
SM-G530H Build/LRX22G||chrome 65.0 for android|,SM-G530H Build/LRX22G,,chrome 65.0 for android,,mobile
SM-P600 Build/LMY47X||chrome 64.0 for android|,SM-P600 Build/LMY47X,,chrome 64.0 for android,,mobile
rv:59.0|Mac OS X 10.11|firefox 59.0|1600x900,rv:59.0,Mac OS X 10.11,firefox 59.0,1600x900,desktop
SAMSUNG SM-N950U1 Build/R16NW|Android 8.0.0|samsung browser 7.0|2220x1081,SAMSUNG SM-N950U1 Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
BV8000Pro||chrome 65.0 for android|,BV8000Pro,,chrome 65.0 for android,,mobile
M4 SS4457 Build/MRA58K||chrome 65.0 for android|,M4 SS4457 Build/MRA58K,,chrome 65.0 for android,,mobile
MYA-L03 Build/HUAWEIMYA-L03||chrome generic for android|,MYA-L03 Build/HUAWEIMYA-L03,,chrome generic for android,,mobile
BLADE A602 Build/MRA58K||chrome 53.0 for android|,BLADE A602 Build/MRA58K,,chrome 53.0 for android,,mobile
T08|Android 6.0|chrome 65.0 for android|1280x720,T08,Android 6.0,chrome 65.0 for android,1280x720,mobile
Windows|Windows 8.1|chrome 65.0|1280x768,Windows,Windows 8.1,chrome 65.0,1280x768,desktop
Windows|Windows 8.1|chrome 60.0|1600x900,Windows,Windows 8.1,chrome 60.0,1600x900,desktop
XT1032 Build/LPBS23.13-56-2||chrome 59.0 for android|,XT1032 Build/LPBS23.13-56-2,,chrome 59.0 for android,,mobile
rv:58.0|Windows 8.1|firefox 58.0|1600x900,rv:58.0,Windows 8.1,firefox 58.0,1600x900,desktop
SAMSUNG-SM-G925A Build/MMB29K|Android 6.0.1|chrome 65.0 for android|2560x1440,SAMSUNG-SM-G925A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,mobile
Moto G Play Build/NPIS26.48-36-5||chrome generic for android|,Moto G Play Build/NPIS26.48-36-5,,chrome generic for android,,mobile
C6906 Build/14.6.A.1.236||chrome 62.0 for android|,C6906 Build/14.6.A.1.236,,chrome 62.0 for android,,mobile
SM-G960F Build/R16NW||chrome 65.0 for android|,SM-G960F Build/R16NW,,chrome 65.0 for android,,mobile
SM-A500M Build/LRX22G||chrome 65.0 for android|,SM-A500M Build/LRX22G,,chrome 65.0 for android,,mobile
MacOS|Mac OS X 10_13_4|chrome generic|2880x1800,MacOS,Mac OS X 10_13_4,chrome generic,2880x1800,desktop
SAMSUNG SM-G9650 Build/R16NW||samsung browser 7.0|,SAMSUNG SM-G9650 Build/R16NW,,samsung browser 7.0,,mobile
SM-N950U Build/R16NW|Android 8.0.0|chrome 65.0 for android|2961x1442,SM-N950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2961x1442,mobile
LG-K428 Build/MMB29M|Android 6.0.1|chrome 65.0 for android|1280x720,LG-K428 Build/MMB29M,Android 6.0.1,chrome 65.0 for android,1280x720,mobile
MacOS|Mac OS X 10_10_5|chrome 65.0|1366x768,MacOS,Mac OS X 10_10_5,chrome 65.0,1366x768,desktop
BLU||opera|,BLU,,opera,,mobile
E5506 Build/29.2.A.0.166||chrome generic for android|,E5506 Build/29.2.A.0.166,,chrome generic for android,,mobile
MacOS|Mac OS X 10_13_4|chrome 65.0|1366x768,MacOS,Mac OS X 10_13_4,chrome 65.0,1366x768,desktop
Windows|Windows 7|opera generic|3840x2160,Windows,Windows 7,opera generic,3840x2160,desktop
MacOS|Mac OS X 10_12_6|chrome 65.0|1680x1050,MacOS,Mac OS X 10_12_6,chrome 65.0,1680x1050,desktop
SM-J120M||chrome 64.0 for android|,SM-J120M,,chrome 64.0 for android,,mobile
F3311||chrome generic for android|,F3311,,chrome generic for android,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1279x1023,Trident/7.0,Windows 7,ie 11.0 for desktop,1279x1023,desktop
SM-N910T Build/LMY47X||chrome generic|,SM-N910T Build/LMY47X,,chrome generic,,desktop
SAMSUNG SM-A320Y Build/NRD90M||samsung browser 6.4|,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser 6.4,,mobile
MacOS|Mac OS X 10_13_5|safari generic|2560x1440,MacOS,Mac OS X 10_13_5,safari generic,2560x1440,desktop
Windows|Windows 10|firefox 59.0|3840x2160,Windows,Windows 10,firefox 59.0,3840x2160,desktop
Windows|Windows 10|edge 15.0|1365x768,Windows,Windows 10,edge 15.0,1365x768,desktop
MacOS|Mac OS X 10_13_1|chrome 65.0|1366x768,MacOS,Mac OS X 10_13_1,chrome 65.0,1366x768,desktop
SAMSUNG SM-G892A Build/R16NW|Android 8.0.0|samsung browser 7.0|2220x1080,SAMSUNG SM-G892A Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
SM-G950U Build/R16NW|Android 8.0.0|chrome 65.0 for android|2961x1442,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2961x1442,mobile
Windows|Windows 8.1||1440x900,Windows,Windows 8.1,,1440x900,desktop
Trident/7.0|Windows 10|ie 11.0 for desktop|3838x2158,Trident/7.0,Windows 10,ie 11.0 for desktop,3838x2158,desktop
Android 4.4.2||android|,Android 4.4.2,,android,,mobile
SM-G965U Build/R16NW|Android 8.0.0|chrome generic for android|2220x1081,SM-G965U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1081,mobile
Windows|Windows 10|chrome 65.0|1600x1200,Windows,Windows 10,chrome 65.0,1600x1200,desktop
P5006A Build/NRD90M||chrome 65.0 for android|,P5006A Build/NRD90M,,chrome 65.0 for android,,mobile
iOS Device|iOS 11.0.1|chrome 65.0 for ios|2048x1536,iOS Device,iOS 11.0.1,chrome 65.0 for ios,2048x1536,mobile
Z982 Build/NMF26V|Android 7.1.1|chrome 65.0 for android|1920x1080,Z982 Build/NMF26V,Android 7.1.1,chrome 65.0 for android,1920x1080,mobile
SAMSUNG-SM-N910A|Android 5.1.1|chrome generic|2560x1440,SAMSUNG-SM-N910A,Android 5.1.1,chrome generic,2560x1440,mobile
Hisense F102 Build/NRD90M||chrome 54.0 for android|,Hisense F102 Build/NRD90M,,chrome 54.0 for android,,mobile
LG-H872 Build/NRD90U||chrome 65.0 for android|,LG-H872 Build/NRD90U,,chrome 65.0 for android,,mobile
Windows|Windows 8|chrome generic|1920x1080,Windows,Windows 8,chrome generic,1920x1080,desktop
Ilium X520 Build/NRD90M||Lanix/Ilium|,Ilium X520 Build/NRD90M,,Lanix/Ilium,,mobile
Windows|Windows 10|edge 16.0|2735x1823,Windows,Windows 10,edge 16.0,2735x1823,desktop
SM-A730F Build/NMF26X||chrome generic for android|,SM-A730F Build/NMF26X,,chrome generic for android,,mobile
G3123 Build/40.0.A.6.175||chrome generic for android|,G3123 Build/40.0.A.6.175,,chrome generic for android,,mobile
SM-G955U Build/R16NW|Android 8.0.0|chrome generic for android|2220x1081,SM-G955U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1081,mobile
Pixel 2 XL Build/OPM2.171019.029|Android 8.1.0|chrome generic for android|2880x1442,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome generic for android,2880x1442,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|2559x1439,Trident/7.0,Windows 7,ie 11.0 for desktop,2559x1439,desktop
TA-1028 Build/NRD90M||chrome 65.0 for android|,TA-1028 Build/NRD90M,,chrome 65.0 for android,,mobile
5056N|Android 6.0.1|chrome generic for android|1280x720,5056N,Android 6.0.1,chrome generic for android,1280x720,mobile
Windows|Windows 10|chrome generic|1024x768,Windows,Windows 10,chrome generic,1024x768,desktop
rv:11.0|Windows 7|ie 11.0 for desktop|1599x899,rv:11.0,Windows 7,ie 11.0 for desktop,1599x899,desktop
Windows|Windows 7|chrome generic|2560x1440,Windows,Windows 7,chrome generic,2560x1440,desktop
LGLS992|Android 7.0|chrome 65.0 for android|2560x1440,LGLS992,Android 7.0,chrome 65.0 for android,2560x1440,mobile
Nexus||chrome 51.0 for android|,Nexus,,chrome 51.0 for android,,mobile
LG-M320 Build/NRD90U||chrome 55.0 for android|,LG-M320 Build/NRD90U,,chrome 55.0 for android,,mobile
Fusion5_u7||chrome generic for android|,Fusion5_u7,,chrome generic for android,,mobile
SAMSUNG-SM-J320AZ Build/MMB29K|Android 6.0.1|chrome 59.0 for android|1280x720,SAMSUNG-SM-J320AZ Build/MMB29K,Android 6.0.1,chrome 59.0 for android,1280x720,mobile
P5026A||chrome generic for android|,P5026A,,chrome generic for android,,mobile
SM-S727VL Build/MMB29M|Android 6.0.1|chrome 65.0 for android|1280x720,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 65.0 for android,1280x720,mobile
Linux x86_64|Linux|chrome 65.0|1600x900,Linux x86_64,Linux,chrome 65.0,1600x900,desktop
MacOS|Mac OS X 10_13_4|safari generic|1366x768,MacOS,Mac OS X 10_13_4,safari generic,1366x768,desktop
SGH-I747M||chrome generic|,SGH-I747M,,chrome generic,,desktop
Moto G (5) Plus Build/NPNS25.137-93-8|Android 7.0|chrome generic|1920x1081,Moto G (5) Plus Build/NPNS25.137-93-8,Android 7.0,chrome generic,1920x1081,mobile
MacOS|Mac OS X 10_12_6|chrome 65.0|2560x1440,MacOS,Mac OS X 10_12_6,chrome 65.0,2560x1440,desktop
SAMSUNG SM-N950U Build/R16NW|Android 8.0.0|samsung browser 7.0|2961x1442,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2961x1442,mobile
ZTE BLADE A6 Build/NMF26F||chrome generic for android|,ZTE BLADE A6 Build/NMF26F,,chrome generic for android,,mobile
SM-G570F||chrome 65.0 for android|,SM-G570F,,chrome 65.0 for android,,mobile
SM-G960U Build/R16NW|Android 8.0.0|chrome generic for android|2220x1080,SM-G960U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1080,mobile
MacOS|Mac OS X 10_10_5|chrome generic|1280x800,MacOS,Mac OS X 10_10_5,chrome generic,1280x800,desktop
SM-G615F||android webview 4.0|,SM-G615F,,android webview 4.0,,mobile
VS988 Build/NRD90U|Android 7.0|chrome generic for android|2672x1440,VS988 Build/NRD90U,Android 7.0,chrome generic for android,2672x1440,mobile
rv:59.0|Mac OS X 10.13|firefox 59.0|3360x2100,rv:59.0,Mac OS X 10.13,firefox 59.0,3360x2100,desktop
SM-G920V Build/MMB29K|Android 6.0.1|chrome generic for android|2560x1440,SM-G920V Build/MMB29K,Android 6.0.1,chrome generic for android,2560x1440,mobile
