card_id,customer_id,card1,card2,card3,network,card5,card_type
C04163-K1,C04163,23487,555.0,150.0,visa,226.0,debit
C08568-K1,C08568,16964,,182.0,visa,147.0,credit
C11093-K1,C11093,20867,399.0,150.0,american express,132.0,credit
C01412-K1,C01412,19769,225.0,150.0,mastercard,224.0,debit
C12377-K1,C12377,11379,443.0,150.0,mastercard,224.0,debit
C03966-K1,C03966,23217,555.0,150.0,visa,195.0,debit
C06082-K1,C06082,18111,555.0,213.0,visa,226.0,credit
C10868-K1,C10868,23135,,150.0,mastercard,,credit
C02361-K1,C02361,12312,,150.0,visa,226.0,credit
C02144-K1,C02144,16250,555.0,150.0,visa,195.0,debit
C02252-K1,C02252,15896,555.0,150.0,visa,226.0,debit
C01074-K1,C01074,15448,555.0,141.0,mastercard,224.0,credit
C13202-K1,C13202,21841,555.0,150.0,visa,226.0,debit
C11113-K1,C11113,19774,236.0,150.0,visa,226.0,credit
C11969-K1,C11969,19454,555.0,166.0,mastercard,224.0,debit
C02185-K1,C02185,20317,554.0,150.0,mastercard,224.0,debit
C00371-K1,C00371,14081,555.0,150.0,visa,226.0,debit
C07271-K1,C07271,18087,555.0,150.0,visa,226.0,credit
C07718-K1,C07718,12634,520.0,150.0,american express,190.0,credit
C01724-K1,C01724,20123,127.0,150.0,mastercard,102.0,credit
C04920-K1,C04920,19895,275.0,150.0,mastercard,224.0,debit
C07813-K1,C07813,21778,225.0,150.0,mastercard,117.0,debit
C13250-K1,C13250,19060,555.0,150.0,visa,226.0,credit
C11396-K1,C11396,12352,555.0,150.0,visa,226.0,debit
C04953-K1,C04953,16536,555.0,137.0,visa,102.0,credit
C07498-K2,C07498,17115,580.0,106.0,visa,147.0,debit
C02497-K1,C02497,10505,489.0,150.0,mastercard,197.0,credit
C04079-K1,C04079,15860,555.0,183.0,visa,162.0,credit
C06711-K1,C06711,19429,555.0,149.0,mastercard,224.0,credit
C09194-K1,C09194,20701,555.0,150.0,mastercard,117.0,debit
C01198-K1,C01198,16897,555.0,117.0,mastercard,126.0,debit
C00327-K1,C00327,12353,,150.0,visa,223.0,credit
C06781-K1,C06781,21376,512.0,150.0,mastercard,117.0,debit
C01591-K2,C01591,11154,,150.0,mastercard,224.0,debit
C10669-K1,C10669,22691,555.0,143.0,mastercard,224.0,debit
C03736-K1,C03736,17054,555.0,229.0,mastercard,224.0,credit
C12998-K1,C12998,22458,555.0,150.0,visa,226.0,credit
C09569-K1,C09569,14451,364.0,146.0,mastercard,166.0,debit
C07780-K1,C07780,20324,399.0,150.0,american express,137.0,credit
C12135-K1,C12135,14812,,150.0,american express,,credit
C04982-K1,C04982,22388,517.0,150.0,mastercard,224.0,debit
C00565-K2,C00565,11204,555.0,150.0,visa,226.0,debit
C08203-K2,C08203,23331,555.0,150.0,mastercard,117.0,debit
C10077-K1,C10077,19876,555.0,150.0,visa,226.0,debit
C11166-K1,C11166,20291,554.0,150.0,visa,226.0,credit
C06785-K1,C06785,15512,555.0,148.0,mastercard,137.0,credit
C04517-K2,C04517,14204,555.0,150.0,visa,226.0,credit
C02856-K1,C02856,13224,555.0,150.0,visa,226.0,credit
C07426-K1,C07426,22169,302.0,150.0,visa,226.0,debit
C12218-K1,C12218,18985,225.0,150.0,mastercard,166.0,debit
C13469-K1,C13469,21882,478.0,150.0,visa,226.0,credit
C06498-K1,C06498,22150,543.0,150.0,mastercard,224.0,debit
C05339-K1,C05339,13745,543.0,150.0,mastercard,224.0,debit
C01170-K1,C01170,18976,420.0,150.0,mastercard,195.0,debit
C08898-K1,C08898,20592,555.0,223.0,mastercard,102.0,debit
C09066-K1,C09066,17389,111.0,150.0,visa,226.0,debit
C01371-K1,C01371,10974,554.0,150.0,visa,226.0,debit
C12746-K1,C12746,17292,555.0,117.0,mastercard,224.0,credit
C08592-K2,C08592,16232,305.0,106.0,mastercard,224.0,debit
C09989-K1,C09989,10622,225.0,150.0,visa,195.0,credit
C06414-K1,C06414,14683,586.0,150.0,mastercard,137.0,credit
C07875-K1,C07875,11853,555.0,150.0,visa,226.0,debit
C09498-K1,C09498,11803,545.0,185.0,visa,138.0,debit
C02155-K1,C02155,17491,390.0,150.0,mastercard,224.0,debit
C10047-K1,C10047,20035,555.0,150.0,visa,226.0,debit
C00619-K1,C00619,17642,555.0,150.0,visa,226.0,credit
C09921-K1,C09921,14804,420.0,150.0,mastercard,224.0,debit
C11578-K1,C11578,12546,321.0,150.0,visa,226.0,debit
C12316-K1,C12316,17041,555.0,150.0,visa,226.0,debit
C07970-K1,C07970,11318,517.0,150.0,mastercard,224.0,debit
C02650-K1,C02650,19275,555.0,150.0,visa,226.0,credit
C09204-K2,C09204,21264,554.0,150.0,mastercard,219.0,credit
C13277-K1,C13277,12203,555.0,155.0,visa,,credit
C09907-K1,C09907,14244,527.0,150.0,visa,226.0,debit
C05763-K1,C05763,17564,555.0,150.0,visa,226.0,credit
C05311-K1,C05311,12234,554.0,150.0,visa,226.0,credit
C03104-K1,C03104,10450,399.0,150.0,american express,137.0,credit
C10094-K1,C10094,15155,179.0,106.0,visa,137.0,credit
C12184-K1,C12184,11981,473.0,150.0,mastercard,224.0,debit
C02802-K1,C02802,10705,555.0,150.0,visa,195.0,debit
C10109-K1,C10109,20657,555.0,150.0,visa,226.0,debit
C08129-K2,C08129,13070,555.0,150.0,visa,195.0,debit
C00470-K1,C00470,22677,555.0,150.0,visa,226.0,debit
C01965-K2,C01965,13659,275.0,150.0,mastercard,224.0,debit
C05541-K2,C05541,15959,224.0,106.0,mastercard,224.0,debit
C06346-K1,C06346,19883,555.0,150.0,mastercard,224.0,debit
C07090-K1,C07090,10028,555.0,150.0,mastercard,117.0,debit
C10537-K1,C10537,13503,555.0,150.0,mastercard,117.0,debit
C05123-K1,C05123,16388,399.0,150.0,american express,137.0,credit
C05717-K1,C05717,13625,555.0,106.0,mastercard,224.0,credit
C07656-K1,C07656,17902,399.0,150.0,american express,223.0,credit
C05580-K1,C05580,22319,555.0,131.0,mastercard,224.0,credit
C12627-K1,C12627,12007,399.0,150.0,american express,223.0,credit
C04615-K1,C04615,19613,194.0,150.0,mastercard,190.0,credit
C02449-K1,C02449,20076,390.0,150.0,mastercard,195.0,debit
C10640-K1,C10640,23062,225.0,150.0,mastercard,195.0,debit
C04880-K1,C04880,17201,555.0,102.0,mastercard,166.0,debit
C04836-K2,C04836,18834,434.0,150.0,visa,226.0,credit
C03039-K1,C03039,21692,555.0,133.0,mastercard,126.0,debit
C05117-K1,C05117,13328,527.0,150.0,visa,195.0,debit
C03794-K1,C03794,11374,222.0,150.0,visa,226.0,credit
C07553-K1,C07553,15417,543.0,150.0,mastercard,224.0,debit
C07143-K1,C07143,13499,321.0,150.0,visa,226.0,debit
C02900-K1,C02900,22102,162.0,150.0,visa,226.0,credit
C05363-K2,C05363,10763,555.0,166.0,visa,226.0,debit
C12828-K1,C12828,20349,275.0,150.0,mastercard,224.0,debit
C05258-K1,C05258,10381,473.0,150.0,mastercard,224.0,debit
C02457-K1,C02457,19400,543.0,150.0,mastercard,224.0,debit
C11470-K1,C11470,16758,268.0,150.0,visa,166.0,debit
C03090-K1,C03090,23473,555.0,150.0,visa,226.0,debit
C06859-K1,C06859,14336,555.0,150.0,visa,226.0,debit
C05353-K1,C05353,11062,543.0,150.0,mastercard,224.0,debit
C03461-K1,C03461,15015,555.0,150.0,visa,226.0,credit
C05488-K1,C05488,11813,151.0,150.0,visa,226.0,debit
C05261-K1,C05261,22146,302.0,150.0,visa,226.0,credit
C09439-K1,C09439,10851,111.0,150.0,visa,141.0,credit
C10274-K1,C10274,12236,554.0,150.0,visa,226.0,credit
C06641-K1,C06641,15587,554.0,150.0,visa,226.0,debit
C07207-K1,C07207,14214,399.0,150.0,american express,133.0,credit
C13378-K1,C13378,18080,555.0,150.0,visa,226.0,debit
C05744-K2,C05744,21071,310.0,150.0,mastercard,224.0,debit
C09509-K1,C09509,13170,369.0,150.0,mastercard,224.0,debit
C05931-K1,C05931,11951,555.0,150.0,visa,226.0,debit
C13510-K1,C13510,19198,310.0,150.0,mastercard,224.0,debit
C07087-K1,C07087,19405,404.0,150.0,mastercard,102.0,credit
C10332-K1,C10332,15378,221.0,150.0,visa,226.0,credit
C05532-K1,C05532,20427,555.0,150.0,visa,226.0,credit
C08298-K1,C08298,14578,,150.0,visa,226.0,debit
C03137-K2,C03137,11836,555.0,150.0,visa,226.0,debit
C06810-K1,C06810,22425,555.0,150.0,visa,226.0,credit
C01577-K1,C01577,18253,555.0,150.0,discover,100.0,debit
C01793-K1,C01793,13770,555.0,162.0,visa,226.0,credit
C13393-K2,C13393,21550,562.0,150.0,mastercard,197.0,debit
C11012-K1,C11012,19373,555.0,150.0,visa,226.0,debit
C04926-K1,C04926,13400,555.0,150.0,visa,226.0,credit
C01798-K1,C01798,19153,,150.0,mastercard,,credit
C00183-K1,C00183,11843,555.0,183.0,visa,137.0,credit
C01098-K1,C01098,18430,555.0,134.0,visa,102.0,credit
C11950-K1,C11950,21526,414.0,143.0,visa,226.0,credit
C05271-K1,C05271,14903,543.0,150.0,mastercard,224.0,debit
C11671-K1,C11671,10320,143.0,150.0,visa,226.0,debit
C06449-K1,C06449,14710,360.0,150.0,visa,100.0,debit
C03186-K1,C03186,15082,555.0,149.0,mastercard,126.0,debit
C09065-K1,C09065,22463,399.0,150.0,american express,137.0,credit
C07250-K1,C07250,18662,490.0,150.0,visa,100.0,debit
C04458-K1,C04458,11733,555.0,223.0,visa,102.0,debit
C12438-K1,C12438,11593,555.0,100.0,visa,166.0,debit
C13358-K1,C13358,15586,543.0,150.0,mastercard,224.0,debit
C03430-K1,C03430,17611,390.0,150.0,mastercard,224.0,debit
C11022-K1,C11022,22875,555.0,150.0,mastercard,102.0,credit
C03509-K1,C03509,14266,310.0,150.0,mastercard,224.0,debit
C08690-K1,C08690,19052,580.0,106.0,visa,,debit
C08050-K1,C08050,21497,555.0,150.0,visa,226.0,credit
C04389-K1,C04389,18848,390.0,150.0,mastercard,224.0,debit
C01900-K1,C01900,16334,225.0,150.0,mastercard,117.0,debit
C13223-K1,C13223,17854,555.0,144.0,mastercard,195.0,credit
C09067-K1,C09067,21414,390.0,150.0,mastercard,224.0,debit
C03359-K2,C03359,20462,512.0,150.0,mastercard,224.0,debit
C09747-K1,C09747,13085,555.0,215.0,mastercard,224.0,debit
C03250-K1,C03250,21505,181.0,150.0,visa,226.0,credit
C02843-K1,C02843,16137,390.0,150.0,mastercard,224.0,debit
C00495-K1,C00495,21010,,150.0,mastercard,,credit
C13394-K1,C13394,14475,111.0,150.0,visa,226.0,credit
C04986-K1,C04986,12769,420.0,150.0,mastercard,195.0,credit
C00434-K1,C00434,20841,555.0,150.0,visa,226.0,credit
C03163-K1,C03163,21956,555.0,150.0,visa,226.0,debit
C09940-K1,C09940,16149,555.0,117.0,visa,102.0,credit
C06829-K1,C06829,19795,555.0,150.0,visa,,credit
C00065-K1,C00065,19270,555.0,190.0,visa,137.0,credit
C10403-K1,C10403,21276,225.0,150.0,mastercard,224.0,debit
C08599-K1,C08599,17086,555.0,150.0,visa,195.0,debit
C01484-K1,C01484,12302,555.0,150.0,visa,226.0,debit
C09086-K1,C09086,13446,529.0,150.0,visa,226.0,debit
C08253-K1,C08253,22139,555.0,141.0,visa,102.0,debit
C09845-K1,C09845,17159,555.0,100.0,mastercard,137.0,credit
C05333-K1,C05333,12446,555.0,150.0,visa,226.0,debit
C09865-K1,C09865,13394,555.0,106.0,mastercard,224.0,debit
C08182-K1,C08182,11219,555.0,150.0,visa,226.0,credit
C05134-K1,C05134,10677,555.0,146.0,visa,226.0,credit
C01503-K1,C01503,21181,225.0,150.0,mastercard,117.0,debit
C07409-K1,C07409,18617,366.0,162.0,visa,226.0,credit
C08201-K1,C08201,11187,555.0,133.0,mastercard,224.0,debit
C09450-K1,C09450,21009,142.0,185.0,visa,228.0,credit
C11119-K1,C11119,16908,,150.0,visa,226.0,credit
C06347-K1,C06347,16696,543.0,150.0,mastercard,224.0,debit
C11185-K1,C11185,18032,555.0,150.0,mastercard,117.0,debit
C10940-K2,C10940,22067,555.0,150.0,mastercard,232.0,credit
C11223-K1,C11223,10125,,150.0,visa,226.0,debit
C08370-K1,C08370,23022,100.0,150.0,mastercard,224.0,credit
C00321-K1,C00321,22955,555.0,150.0,visa,226.0,debit
C00387-K1,C00387,11443,543.0,150.0,mastercard,224.0,debit
C00003-K1,C00003,20184,555.0,150.0,visa,195.0,credit
C13322-K1,C13322,19906,555.0,133.0,visa,166.0,debit
C08676-K1,C08676,16710,555.0,133.0,visa,137.0,debit
C10260-K1,C10260,21854,265.0,150.0,visa,226.0,debit
C13066-K1,C13066,11240,555.0,150.0,visa,205.0,debit
C05059-K1,C05059,16221,555.0,150.0,visa,226.0,debit
C00613-K2,C00613,11966,555.0,150.0,visa,226.0,credit
C08933-K1,C08933,22384,399.0,150.0,american express,198.0,credit
C05599-K1,C05599,16025,555.0,150.0,visa,195.0,debit
C05357-K1,C05357,11172,555.0,117.0,visa,137.0,debit
C09726-K1,C09726,14468,555.0,150.0,visa,226.0,debit
C07599-K1,C07599,13309,369.0,150.0,mastercard,117.0,debit
C10351-K1,C10351,14627,399.0,150.0,american express,223.0,credit
C09213-K1,C09213,10858,160.0,150.0,visa,195.0,credit
C11046-K1,C11046,17802,554.0,150.0,visa,226.0,credit
C12490-K1,C12490,17832,292.0,150.0,visa,226.0,credit
C08295-K1,C08295,10678,275.0,150.0,mastercard,224.0,debit
C13135-K1,C13135,23130,420.0,150.0,mastercard,224.0,debit
C12078-K1,C12078,15323,555.0,133.0,mastercard,112.0,debit
C02678-K1,C02678,21614,512.0,150.0,mastercard,219.0,credit
C13455-K1,C13455,16567,555.0,150.0,visa,226.0,credit
C03855-K1,C03855,21819,555.0,222.0,mastercard,195.0,credit
C09175-K1,C09175,14815,390.0,150.0,mastercard,224.0,debit
C13154-K1,C13154,10828,,150.0,visa,226.0,debit
C01806-K1,C01806,15849,555.0,100.0,mastercard,224.0,credit
C06395-K1,C06395,17052,555.0,182.0,mastercard,102.0,credit
C01478-K1,C01478,19449,527.0,150.0,visa,195.0,debit
C05227-K1,C05227,16354,555.0,150.0,visa,195.0,debit
C10043-K1,C10043,20199,512.0,150.0,mastercard,195.0,debit
C08046-K2,C08046,17716,555.0,150.0,visa,195.0,debit
C09904-K1,C09904,22414,463.0,144.0,visa,137.0,credit
C12647-K1,C12647,20004,555.0,146.0,visa,226.0,credit
C00401-K1,C00401,11827,555.0,150.0,mastercard,195.0,debit
C10410-K1,C10410,11766,555.0,150.0,visa,162.0,credit
C12335-K2,C12335,16842,321.0,150.0,visa,226.0,debit
C04894-K2,C04894,18538,555.0,150.0,mastercard,117.0,debit
C13544-K1,C13544,23150,368.0,102.0,mastercard,224.0,credit
C01213-K1,C01213,16445,555.0,150.0,visa,226.0,credit
C01354-K1,C01354,10961,225.0,150.0,visa,226.0,debit
C07758-K1,C07758,12924,554.0,150.0,visa,226.0,credit
C11435-K1,C11435,21785,439.0,144.0,mastercard,126.0,debit
C11317-K1,C11317,23083,512.0,150.0,mastercard,117.0,debit
C09518-K1,C09518,18155,321.0,150.0,visa,226.0,debit
C06774-K1,C06774,15490,490.0,150.0,visa,226.0,credit
C06217-K1,C06217,14896,390.0,150.0,mastercard,224.0,debit
C03748-K1,C03748,21883,321.0,150.0,visa,195.0,debit
C07846-K1,C07846,14687,174.0,150.0,visa,226.0,debit
C07580-K1,C07580,22688,555.0,150.0,visa,226.0,debit
C00862-K1,C00862,12643,138.0,200.0,visa,226.0,debit
C00275-K1,C00275,11194,310.0,150.0,mastercard,224.0,debit
C02527-K1,C02527,10749,543.0,150.0,mastercard,195.0,debit
C09472-K1,C09472,16051,555.0,150.0,visa,226.0,debit
C05557-K1,C05557,19588,481.0,150.0,visa,226.0,credit
C01677-K1,C01677,14061,555.0,150.0,visa,226.0,credit
C04994-K1,C04994,10915,555.0,150.0,visa,226.0,credit
C04908-K1,C04908,17928,555.0,133.0,mastercard,126.0,debit
C07425-K1,C07425,10817,555.0,150.0,visa,226.0,debit
C01592-K1,C01592,20487,321.0,150.0,visa,226.0,debit
C07769-K1,C07769,14440,555.0,107.0,visa,162.0,credit
C10272-K1,C10272,14647,555.0,150.0,mastercard,166.0,debit
C06626-K1,C06626,13082,225.0,150.0,mastercard,117.0,debit
C13342-K2,C13342,11588,194.0,150.0,mastercard,229.0,debit
C11706-K1,C11706,23542,555.0,150.0,visa,226.0,debit
C08265-K1,C08265,20352,580.0,106.0,visa,138.0,debit
C03038-K1,C03038,13102,555.0,150.0,visa,226.0,debit
C05909-K1,C05909,15499,321.0,150.0,visa,226.0,debit
C00503-K1,C00503,14052,225.0,150.0,mastercard,117.0,debit
C10446-K1,C10446,22777,122.0,150.0,mastercard,126.0,debit
C12521-K1,C12521,19157,555.0,150.0,visa,226.0,credit
C08809-K1,C08809,19286,555.0,126.0,mastercard,224.0,credit
C12224-K1,C12224,19652,321.0,150.0,visa,195.0,debit
C02234-K1,C02234,14353,305.0,106.0,mastercard,224.0,credit
C02647-K1,C02647,10876,555.0,150.0,visa,226.0,debit
C11193-K1,C11193,17693,572.0,150.0,visa,195.0,credit
C10427-K1,C10427,11954,555.0,121.0,mastercard,102.0,credit
C00423-K1,C00423,10824,543.0,150.0,mastercard,224.0,debit
C08805-K1,C08805,22559,310.0,150.0,mastercard,224.0,debit
C05186-K1,C05186,18906,555.0,150.0,visa,141.0,credit
C04894-K3,C04894,18538,555.0,150.0,mastercard,224.0,debit
C05190-K1,C05190,17005,543.0,150.0,mastercard,224.0,debit
C07375-K1,C07375,17474,512.0,150.0,mastercard,117.0,debit
C09898-K1,C09898,19343,553.0,150.0,visa,226.0,credit
C06661-K1,C06661,10307,555.0,119.0,mastercard,224.0,credit
C00687-K1,C00687,14885,555.0,150.0,mastercard,203.0,credit
C12433-K1,C12433,18083,520.0,150.0,american express,190.0,credit
C01557-K1,C01557,14390,310.0,150.0,mastercard,224.0,debit
C03262-K1,C03262,22043,,150.0,mastercard,,debit
C00028-K1,C00028,20791,420.0,150.0,mastercard,224.0,debit
C08919-K1,C08919,13642,555.0,134.0,visa,226.0,credit
C08736-K1,C08736,12178,381.0,150.0,visa,226.0,credit
C04047-K1,C04047,12417,555.0,150.0,visa,226.0,debit
C06861-K1,C06861,13923,512.0,150.0,visa,100.0,debit
C09812-K1,C09812,21306,305.0,106.0,mastercard,224.0,credit
C04504-K1,C04504,15299,555.0,175.0,visa,166.0,debit
C05262-K1,C05262,20985,225.0,150.0,mastercard,224.0,debit
C01215-K1,C01215,17646,277.0,227.0,visa,226.0,debit
C01427-K1,C01427,19019,512.0,150.0,mastercard,117.0,debit
C11672-K1,C11672,11157,369.0,150.0,mastercard,224.0,debit
C12643-K1,C12643,19868,555.0,150.0,visa,162.0,credit
C08071-K1,C08071,22445,275.0,150.0,mastercard,224.0,debit
C12749-K1,C12749,18619,369.0,150.0,mastercard,,debit
C06158-K1,C06158,11738,555.0,150.0,visa,226.0,credit
C07710-K2,C07710,10925,555.0,171.0,visa,191.0,debit
C00778-K1,C00778,23095,596.0,150.0,mastercard,126.0,debit
C12164-K1,C12164,10256,543.0,150.0,mastercard,224.0,debit
C08048-K1,C08048,16741,555.0,150.0,mastercard,203.0,credit
C00133-K1,C00133,16424,462.0,150.0,visa,195.0,debit
C13261-K1,C13261,21656,555.0,150.0,visa,226.0,debit
C00339-K1,C00339,23023,520.0,150.0,american express,190.0,credit
C06375-K1,C06375,20069,473.0,150.0,mastercard,224.0,debit
C07670-K2,C07670,20904,555.0,150.0,visa,195.0,credit
C06622-K1,C06622,17603,447.0,150.0,visa,195.0,debit
C07442-K1,C07442,19721,555.0,119.0,mastercard,224.0,credit
C06685-K1,C06685,20120,321.0,150.0,visa,226.0,debit
C10141-K1,C10141,17422,321.0,150.0,visa,226.0,debit
C11587-K1,C11587,16968,555.0,198.0,visa,226.0,credit
C06304-K1,C06304,18093,555.0,217.0,visa,137.0,credit
C08411-K1,C08411,13867,,150.0,visa,195.0,debit
C13257-K1,C13257,13217,138.0,200.0,visa,226.0,debit
C00872-K1,C00872,23014,108.0,150.0,mastercard,117.0,debit
C10017-K1,C10017,16125,555.0,222.0,mastercard,224.0,debit
C12019-K1,C12019,11974,555.0,150.0,visa,226.0,debit
C08357-K1,C08357,15328,337.0,150.0,visa,226.0,credit
C08650-K1,C08650,17284,,150.0,visa,,credit
C03379-K1,C03379,14325,555.0,150.0,mastercard,100.0,debit
C02469-K1,C02469,10969,,150.0,mastercard,223.0,debit
C05371-K1,C05371,20376,555.0,150.0,visa,226.0,credit
C06152-K1,C06152,14806,555.0,150.0,visa,226.0,credit
C03120-K1,C03120,20828,512.0,150.0,mastercard,117.0,debit
C12950-K2,C12950,19330,,150.0,visa,226.0,debit
C00166-K1,C00166,23481,420.0,150.0,mastercard,224.0,credit
C09452-K1,C09452,22969,126.0,150.0,visa,226.0,debit
C03286-K1,C03286,15346,555.0,147.0,mastercard,224.0,credit
C13286-K1,C13286,14131,490.0,150.0,visa,195.0,debit
C04949-K1,C04949,22593,399.0,150.0,american express,131.0,credit
C09778-K1,C09778,13242,555.0,150.0,mastercard,102.0,credit
C06939-K1,C06939,23496,481.0,150.0,visa,226.0,credit
C07494-K1,C07494,22396,321.0,150.0,visa,226.0,debit
C01124-K1,C01124,22827,451.0,150.0,visa,226.0,credit
C04643-K1,C04643,22996,555.0,150.0,visa,195.0,debit
C03861-K1,C03861,20613,555.0,150.0,visa,226.0,credit
C07465-K1,C07465,10180,555.0,150.0,mastercard,102.0,credit
C11043-K1,C11043,21268,520.0,150.0,american express,143.0,credit
C03954-K1,C03954,23526,555.0,146.0,mastercard,137.0,credit
C09201-K1,C09201,17314,532.0,150.0,mastercard,224.0,debit
C09360-K1,C09360,19050,302.0,150.0,visa,195.0,debit
C11467-K1,C11467,12901,555.0,150.0,visa,226.0,credit
C05823-K1,C05823,22069,558.0,150.0,visa,226.0,credit
C09463-K1,C09463,16216,463.0,139.0,visa,226.0,debit
C11401-K1,C11401,13846,390.0,150.0,mastercard,224.0,debit
C13459-K1,C13459,22475,316.0,150.0,visa,195.0,debit
C00562-K1,C00562,20086,555.0,150.0,visa,226.0,debit
C00358-K1,C00358,10298,583.0,150.0,visa,226.0,credit
C08157-K1,C08157,14024,555.0,119.0,mastercard,224.0,credit
C05089-K1,C05089,17842,225.0,150.0,mastercard,224.0,debit
C08518-K1,C08518,14769,553.0,150.0,visa,195.0,debit
C11593-K1,C11593,16234,543.0,150.0,mastercard,224.0,debit
C03281-K1,C03281,18212,352.0,117.0,visa,226.0,debit
C03373-K1,C03373,16633,490.0,150.0,visa,226.0,debit
C13063-K1,C13063,12882,555.0,150.0,visa,226.0,debit
C06684-K2,C06684,22250,532.0,150.0,mastercard,195.0,debit
C11310-K1,C11310,12384,555.0,162.0,mastercard,126.0,debit
C04049-K1,C04049,20034,399.0,150.0,american express,185.0,credit
C08580-K1,C08580,21077,555.0,135.0,visa,102.0,credit
C07533-K1,C07533,14210,555.0,150.0,mastercard,117.0,debit
C04745-K1,C04745,18006,225.0,150.0,mastercard,117.0,debit
C09789-K1,C09789,12068,520.0,150.0,american express,190.0,credit
C02712-K1,C02712,13452,555.0,166.0,visa,226.0,credit
C01573-K1,C01573,12201,555.0,150.0,visa,226.0,credit
C07438-K1,C07438,11969,555.0,150.0,visa,166.0,debit
C11387-K1,C11387,14940,302.0,150.0,visa,226.0,credit
C10464-K1,C10464,11856,555.0,150.0,visa,226.0,debit
C12567-K1,C12567,21408,555.0,172.0,visa,147.0,debit
C12721-K1,C12721,20845,390.0,150.0,mastercard,117.0,debit
C06666-K1,C06666,15558,390.0,150.0,mastercard,224.0,debit
C11598-K1,C11598,10414,555.0,127.0,mastercard,195.0,credit
C04113-K1,C04113,12629,321.0,150.0,visa,226.0,debit
C01419-K1,C01419,10829,555.0,150.0,visa,226.0,debit
C10688-K1,C10688,17306,555.0,150.0,visa,226.0,debit
C05886-K1,C05886,19206,108.0,150.0,mastercard,195.0,credit
C01453-K2,C01453,22039,161.0,150.0,mastercard,102.0,credit
C06523-K1,C06523,16197,555.0,150.0,visa,226.0,debit
C12769-K2,C12769,12476,555.0,150.0,mastercard,117.0,debit
C01602-K1,C01602,14232,490.0,150.0,visa,226.0,credit
C08948-K1,C08948,18857,555.0,162.0,mastercard,224.0,debit
C06957-K1,C06957,11869,555.0,118.0,visa,226.0,credit
C08132-K1,C08132,13384,555.0,150.0,visa,226.0,debit
C02953-K1,C02953,23427,512.0,150.0,mastercard,117.0,debit
C06747-K1,C06747,18034,512.0,150.0,mastercard,117.0,debit
C01360-K1,C01360,18530,512.0,150.0,visa,226.0,debit
C01951-K1,C01951,10278,517.0,150.0,mastercard,224.0,debit
C07930-K1,C07930,11111,520.0,150.0,american express,190.0,credit
C08539-K1,C08539,12497,543.0,150.0,mastercard,224.0,debit
C11626-K1,C11626,14782,138.0,200.0,visa,226.0,debit
C08554-K1,C08554,18893,555.0,147.0,visa,137.0,credit
C10694-K1,C10694,11492,399.0,150.0,american express,223.0,credit
C06634-K1,C06634,15375,555.0,150.0,mastercard,126.0,debit
C13519-K1,C13519,21865,404.0,143.0,mastercard,102.0,credit
C01697-K1,C01697,21535,555.0,150.0,visa,226.0,debit
C08365-K1,C08365,11214,390.0,150.0,mastercard,117.0,debit
C01476-K1,C01476,17548,555.0,210.0,mastercard,232.0,credit
C05510-K1,C05510,13919,555.0,131.0,mastercard,137.0,credit
C06017-K2,C06017,10724,251.0,150.0,visa,226.0,credit
C04685-K1,C04685,10836,458.0,150.0,visa,226.0,credit
C05691-K2,C05691,12136,555.0,150.0,visa,226.0,credit
C05964-K1,C05964,20048,517.0,150.0,mastercard,224.0,debit
C10228-K1,C10228,17385,555.0,150.0,visa,195.0,debit
C11376-K1,C11376,12025,206.0,150.0,mastercard,229.0,debit
C05675-K1,C05675,16404,578.0,150.0,mastercard,166.0,debit
C05928-K1,C05928,18002,578.0,150.0,visa,226.0,debit
C11475-K2,C11475,17746,514.0,150.0,mastercard,129.0,credit
C13097-K1,C13097,14922,555.0,150.0,visa,226.0,debit
C13299-K1,C13299,21335,555.0,150.0,visa,226.0,debit
C10231-K1,C10231,14014,555.0,150.0,visa,226.0,debit
C11817-K1,C11817,16174,353.0,150.0,mastercard,102.0,credit
C00363-K1,C00363,23100,555.0,121.0,visa,147.0,credit
C02518-K1,C02518,17959,555.0,150.0,visa,226.0,credit
C09772-K1,C09772,16479,555.0,150.0,visa,226.0,debit
C08530-K1,C08530,22664,555.0,150.0,visa,226.0,credit
C05919-K1,C05919,15502,213.0,117.0,mastercard,166.0,debit
C01150-K1,C01150,10265,555.0,147.0,visa,226.0,credit
C05462-K1,C05462,16412,224.0,106.0,mastercard,137.0,credit
C07516-K1,C07516,23072,555.0,150.0,visa,226.0,debit
C01125-K1,C01125,14048,555.0,150.0,visa,226.0,credit
C02083-K2,C02083,21348,555.0,150.0,mastercard,,credit
C13377-K1,C13377,17994,555.0,150.0,visa,226.0,debit
C02994-K1,C02994,20399,555.0,150.0,visa,195.0,debit
C11057-K1,C11057,17232,593.0,150.0,visa,141.0,credit
C10172-K1,C10172,17485,555.0,144.0,mastercard,137.0,credit
C04564-K1,C04564,16120,555.0,117.0,visa,226.0,credit
C07325-K1,C07325,13874,555.0,150.0,visa,226.0,debit
C08721-K1,C08721,14886,302.0,150.0,visa,226.0,debit
C11081-K1,C11081,10940,379.0,102.0,mastercard,224.0,credit
C04479-K1,C04479,16393,512.0,150.0,mastercard,224.0,debit
C04897-K1,C04897,11228,399.0,150.0,american express,223.0,credit
C10479-K1,C10479,18202,555.0,217.0,visa,137.0,credit
C06959-K1,C06959,22831,216.0,150.0,visa,195.0,credit
